# index 0: u''=-u
0.404043 0.393139 0.919479 
0.404195 0.393279 0.919419 
0.404346 0.393418 0.91936 
0.404498 0.393557 0.9193 
0.40465 0.393697 0.91924 
0.404801 0.393836 0.919181 
0.404953 0.393976 0.919121 
0.405105 0.394115 0.919061 
0.405256 0.394254 0.919001 
0.405408 0.394394 0.918942 
0.40556 0.394533 0.918882 
0.405711 0.394672 0.918822 
0.405863 0.394812 0.918762 
0.406014 0.394951 0.918702 
0.406166 0.39509 0.918642 
0.406318 0.39523 0.918582 
0.406469 0.395369 0.918522 
0.406621 0.395508 0.918462 
0.406773 0.395647 0.918402 
0.406924 0.395787 0.918342 
0.407076 0.395926 0.918282 
0.407228 0.396065 0.918222 
0.407379 0.396204 0.918162 
0.407531 0.396344 0.918102 
0.407683 0.396483 0.918042 
0.407834 0.396622 0.917982 
0.407986 0.396761 0.917922 
0.408137 0.3969 0.917862 
0.408289 0.39704 0.917801 
0.408441 0.397179 0.917741 
0.408592 0.397318 0.917681 
0.408744 0.397457 0.917621 
0.408896 0.397596 0.91756 
0.409047 0.397735 0.9175 
0.409199 0.397874 0.91744 
0.409351 0.398014 0.91738 
0.409502 0.398153 0.917319 
0.409654 0.398292 0.917259 
0.409805 0.398431 0.917198 
0.409957 0.39857 0.917138 
0.410109 0.398709 0.917077 
0.41026 0.398848 0.917017 
0.410412 0.398987 0.916957 
0.410564 0.399126 0.916896 
0.410715 0.399265 0.916835 
0.410867 0.399404 0.916775 
0.411019 0.399543 0.916714 
0.41117 0.399682 0.916654 
0.411322 0.399821 0.916593 
0.411473 0.39996 0.916532 
0.411625 0.400099 0.916472 
0.411777 0.400238 0.916411 
0.411928 0.400377 0.91635 
0.41208 0.400516 0.91629 
0.412232 0.400655 0.916229 
0.412383 0.400794 0.916168 
0.412535 0.400933 0.916107 
0.412687 0.401072 0.916047 
0.412838 0.401211 0.915986 
0.41299 0.40135 0.915925 
0.413142 0.401489 0.915864 
0.413293 0.401627 0.915803 
0.413445 0.401766 0.915742 
0.413596 0.401905 0.915681 
0.413748 0.402044 0.91562 
0.4139 0.402183 0.915559 
0.414051 0.402322 0.915498 
0.414203 0.40246 0.915437 
0.414355 0.402599 0.915376 
0.414506 0.402738 0.915315 
0.414658 0.402877 0.915254 
0.41481 0.403016 0.915193 
0.414961 0.403154 0.915132 
0.415113 0.403293 0.915071 
0.415264 0.403432 0.91501 
0.415416 0.403571 0.914948 
0.415568 0.403709 0.914887 
0.415719 0.403848 0.914826 
0.415871 0.403987 0.914765 
0.416023 0.404126 0.914704 
0.416174 0.404264 0.914642 
0.416326 0.404403 0.914581 
0.416478 0.404542 0.91452 
0.416629 0.40468 0.914458 
0.416781 0.404819 0.914397 
0.416932 0.404958 0.914335 
0.417084 0.405096 0.914274 
0.417236 0.405235 0.914213 
0.417387 0.405374 0.914151 
0.417539 0.405512 0.91409 
0.417691 0.405651 0.914028 
0.417842 0.405789 0.913967 
0.417994 0.405928 0.913905 
0.418146 0.406067 0.913844 
0.418297 0.406205 0.913782 
0.418449 0.406344 0.91372 
0.418601 0.406482 0.913659 
0.418752 0.406621 0.913597 
0.418904 0.406759 0.913535 
0.419055 0.406898 0.913474 
0.419207 0.407036 0.913412 
0.419359 0.407175 0.91335 
0.41951 0.407313 0.913288 
0.419662 0.407452 0.913227 
0.419814 0.40759 0.913165 
0.419965 0.407729 0.913103 
0.420117 0.407867 0.913041 
0.420269 0.408006 0.912979 
0.42042 0.408144 0.912918 
0.420572 0.408283 0.912856 
0.420723 0.408421 0.912794 
0.420875 0.408559 0.912732 
0.421027 0.408698 0.91267 
0.421178 0.408836 0.912608 
0.42133 0.408975 0.912546 
0.421482 0.409113 0.912484 
0.421633 0.409251 0.912422 
0.421785 0.40939 0.91236 
0.421937 0.409528 0.912298 
0.422088 0.409666 0.912235 
0.42224 0.409805 0.912173 
0.422391 0.409943 0.912111 
0.422543 0.410081 0.912049 
0.422695 0.41022 0.911987 
0.422846 0.410358 0.911925 
0.422998 0.410496 0.911862 
0.42315 0.410634 0.9118 
0.423301 0.410773 0.911738 
0.423453 0.410911 0.911676 
0.423605 0.411049 0.911613 
0.423756 0.411187 0.911551 
0.423908 0.411326 0.911488 
0.42406 0.411464 0.911426 
0.424211 0.411602 0.911364 
0.424363 0.41174 0.911301 
0.424514 0.411878 0.911239 
0.424666 0.412017 0.911176 
0.424818 0.412155 0.911114 
0.424969 0.412293 0.911051 
0.425121 0.412431 0.910989 
0.425273 0.412569 0.910926 
0.425424 0.412707 0.910864 
0.425576 0.412845 0.910801 
0.425728 0.412983 0.910739 
0.425879 0.413122 0.910676 
0.426031 0.41326 0.910613 
0.426182 0.413398 0.910551 
0.426334 0.413536 0.910488 
0.426486 0.413674 0.910425 
0.426637 0.413812 0.910362 
0.426789 0.41395 0.9103 
0.426941 0.414088 0.910237 
0.427092 0.414226 0.910174 
0.427244 0.414364 0.910111 
0.427396 0.414502 0.910048 
0.427547 0.41464 0.909986 
0.427699 0.414778 0.909923 
0.42785 0.414916 0.90986 
0.428002 0.415054 0.909797 
0.428154 0.415192 0.909734 
0.428305 0.41533 0.909671 
0.428457 0.415468 0.909608 
0.428609 0.415606 0.909545 
0.42876 0.415744 0.909482 
0.428912 0.415882 0.909419 
0.429064 0.416019 0.909356 
0.429215 0.416157 0.909293 
0.429367 0.416295 0.909229 
0.429519 0.416433 0.909166 
0.42967 0.416571 0.909103 
0.429822 0.416709 0.90904 
0.429973 0.416847 0.908977 
0.430125 0.416984 0.908914 
0.430277 0.417122 0.90885 
0.430428 0.41726 0.908787 
0.43058 0.417398 0.908724 
0.430732 0.417536 0.908661 
0.430883 0.417674 0.908597 
0.431035 0.417811 0.908534 
0.431187 0.417949 0.90847 
0.431338 0.418087 0.908407 
0.43149 0.418225 0.908344 
0.431641 0.418362 0.90828 
0.431793 0.4185 0.908217 
0.431945 0.418638 0.908153 
0.432096 0.418775 0.90809 
0.432248 0.418913 0.908026 
0.4324 0.419051 0.907963 
0.432551 0.419188 0.907899 
0.432703 0.419326 0.907836 
0.432855 0.419464 0.907772 
0.433006 0.419601 0.907708 
0.433158 0.419739 0.907645 
0.433309 0.419877 0.907581 
0.433461 0.420014 0.907517 
0.433613 0.420152 0.907454 
0.433764 0.42029 0.90739 
0.433916 0.420427 0.907326 
0.434068 0.420565 0.907263 
0.434219 0.420702 0.907199 
0.434371 0.42084 0.907135 
0.434523 0.420977 0.907071 
0.434674 0.421115 0.907007 
0.434826 0.421252 0.906943 
0.434978 0.42139 0.90688 
0.435129 0.421528 0.906816 
0.435281 0.421665 0.906752 
0.435432 0.421803 0.906688 
0.435584 0.42194 0.906624 
0.435736 0.422077 0.90656 
0.435887 0.422215 0.906496 
0.436039 0.422352 0.906432 
0.436191 0.42249 0.906368 
0.436342 0.422627 0.906304 
0.436494 0.422765 0.906239 
0.436646 0.422902 0.906175 
0.436797 0.42304 0.906111 
0.436949 0.423177 0.906047 
0.4371 0.423314 0.905983 
0.437252 0.423452 0.905919 
0.437404 0.423589 0.905854 
0.437555 0.423726 0.90579 
0.437707 0.423864 0.905726 
0.437859 0.424001 0.905662 
0.43801 0.424138 0.905597 
0.438162 0.424276 0.905533 
0.438314 0.424413 0.905469 
0.438465 0.42455 0.905404 
0.438617 0.424688 0.90534 
0.438768 0.424825 0.905276 
0.43892 0.424962 0.905211 
0.439072 0.425099 0.905147 
0.439223 0.425237 0.905082 
0.439375 0.425374 0.905018 
0.439527 0.425511 0.904953 
0.439678 0.425648 0.904889 
0.43983 0.425786 0.904824 
0.439982 0.425923 0.904759 
0.440133 0.42606 0.904695 
0.440285 0.426197 0.90463 
0.440437 0.426334 0.904566 
0.440588 0.426472 0.904501 
0.44074 0.426609 0.904436 
0.440891 0.426746 0.904372 
0.441043 0.426883 0.904307 
0.441195 0.42702 0.904242 
0.441346 0.427157 0.904177 
0.441498 0.427294 0.904113 
0.44165 0.427431 0.904048 
0.441801 0.427568 0.903983 
0.441953 0.427706 0.903918 
0.442105 0.427843 0.903853 
0.442256 0.42798 0.903788 
0.442408 0.428117 0.903723 
0.442559 0.428254 0.903659 
0.442711 0.428391 0.903594 
0.442863 0.428528 0.903529 
0.443014 0.428665 0.903464 
0.443166 0.428802 0.903399 
0.443318 0.428939 0.903334 
0.443469 0.429076 0.903269 
0.443621 0.429213 0.903203 
0.443773 0.42935 0.903138 
0.443924 0.429487 0.903073 
0.444076 0.429624 0.903008 
0.444227 0.42976 0.902943 
0.444379 0.429897 0.902878 
0.444531 0.430034 0.902813 
0.444682 0.430171 0.902747 
0.444834 0.430308 0.902682 
0.444986 0.430445 0.902617 
0.445137 0.430582 0.902552 
0.445289 0.430719 0.902486 
0.445441 0.430856 0.902421 
0.445592 0.430992 0.902356 
0.445744 0.431129 0.90229 
0.445896 0.431266 0.902225 
0.446047 0.431403 0.902159 
0.446199 0.43154 0.902094 
0.44635 0.431676 0.902029 
0.446502 0.431813 0.901963 
0.446654 0.43195 0.901898 
0.446805 0.432087 0.901832 
0.446957 0.432223 0.901767 
0.447109 0.43236 0.901701 
0.44726 0.432497 0.901635 
0.447412 0.432634 0.90157 
0.447564 0.43277 0.901504 
0.447715 0.432907 0.901439 
0.447867 0.433044 0.901373 
0.448018 0.43318 0.901307 
0.44817 0.433317 0.901242 
0.448322 0.433454 0.901176 
0.448473 0.43359 0.90111 
0.448625 0.433727 0.901044 
0.448777 0.433864 0.900979 
0.448928 0.434 0.900913 
0.44908 0.434137 0.900847 
0.449232 0.434273 0.900781 
0.449383 0.43441 0.900715 
0.449535 0.434547 0.900649 
0.449686 0.434683 0.900583 
0.449838 0.43482 0.900517 
0.44999 0.434956 0.900452 
0.450141 0.435093 0.900386 
0.450293 0.435229 0.90032 
0.450445 0.435366 0.900254 
0.450596 0.435502 0.900188 
0.450748 0.435639 0.900122 
0.4509 0.435775 0.900055 
0.451051 0.435912 0.899989 
0.451203 0.436048 0.899923 
0.451355 0.436185 0.899857 
0.451506 0.436321 0.899791 
0.451658 0.436458 0.899725 
0.451809 0.436594 0.899659 
0.451961 0.436731 0.899592 
0.452113 0.436867 0.899526 
0.452264 0.437003 0.89946 
0.452416 0.43714 0.899394 
0.452568 0.437276 0.899327 
0.452719 0.437412 0.899261 
0.452871 0.437549 0.899195 
0.453023 0.437685 0.899128 
0.453174 0.437822 0.899062 
0.453326 0.437958 0.898996 
0.453477 0.438094 0.898929 
0.453629 0.43823 0.898863 
0.453781 0.438367 0.898796 
0.453932 0.438503 0.89873 
0.454084 0.438639 0.898663 
0.454236 0.438776 0.898597 
0.454387 0.438912 0.89853 
0.454539 0.439048 0.898464 
0.454691 0.439184 0.898397 
0.454842 0.439321 0.89833 
0.454994 0.439457 0.898264 
0.455146 0.439593 0.898197 
0.455297 0.439729 0.89813 
0.455449 0.439865 0.898064 
0.4556 0.440002 0.897997 
0.455752 0.440138 0.89793 
0.455904 0.440274 0.897864 
0.456055 0.44041 0.897797 
0.456207 0.440546 0.89773 
0.456359 0.440682 0.897663 
0.45651 0.440818 0.897596 
0.456662 0.440955 0.897529 
0.456814 0.441091 0.897463 
0.456965 0.441227 0.897396 
0.457117 0.441363 0.897329 
0.457268 0.441499 0.897262 
0.45742 0.441635 0.897195 
0.457572 0.441771 0.897128 
0.457723 0.441907 0.897061 
0.457875 0.442043 0.896994 
0.458027 0.442179 0.896927 
0.458178 0.442315 0.89686 
0.45833 0.442451 0.896793 
0.458482 0.442587 0.896726 
0.458633 0.442723 0.896658 
0.458785 0.442859 0.896591 
0.458936 0.442995 0.896524 
0.459088 0.443131 0.896457 
0.45924 0.443267 0.89639 
0.459391 0.443403 0.896323 
0.459543 0.443539 0.896255 
0.459695 0.443674 0.896188 
0.459846 0.44381 0.896121 
0.459998 0.443946 0.896053 
0.46015 0.444082 0.895986 
0.460301 0.444218 0.895919 
0.460453 0.444354 0.895851 
0.460605 0.44449 0.895784 
0.460756 0.444626 0.895717 
0.460908 0.444761 0.895649 
0.461059 0.444897 0.895582 
0.461211 0.445033 0.895514 
0.461363 0.445169 0.895447 
0.461514 0.445305 0.895379 
0.461666 0.44544 0.895312 
0.461818 0.445576 0.895244 
0.461969 0.445712 0.895177 
0.462121 0.445848 0.895109 
0.462273 0.445983 0.895041 
0.462424 0.446119 0.894974 
0.462576 0.446255 0.894906 
0.462727 0.44639 0.894838 
0.462879 0.446526 0.894771 
0.463031 0.446662 0.894703 
0.463182 0.446797 0.894635 
0.463334 0.446933 0.894567 
0.463486 0.447069 0.8945 
0.463637 0.447204 0.894432 
0.463789 0.44734 0.894364 
0.463941 0.447476 0.894296 
0.464092 0.447611 0.894228 
0.464244 0.447747 0.89416 
0.464395 0.447882 0.894092 
0.464547 0.448018 0.894025 
0.464699 0.448154 0.893957 
0.46485 0.448289 0.893889 
0.465002 0.448425 0.893821 
0.465154 0.44856 0.893753 
0.465305 0.448696 0.893685 
0.465457 0.448831 0.893617 
0.465609 0.448967 0.893548 
0.46576 0.449102 0.89348 
0.465912 0.449238 0.893412 
0.466064 0.449373 0.893344 
0.466215 0.449509 0.893276 
0.466367 0.449644 0.893208 
0.466518 0.449779 0.89314 
0.46667 0.449915 0.893071 
0.466822 0.45005 0.893003 
0.466973 0.450186 0.892935 
0.467125 0.450321 0.892867 
0.467277 0.450457 0.892798 
0.467428 0.450592 0.89273 
0.46758 0.450727 0.892662 
0.467732 0.450863 0.892593 
0.467883 0.450998 0.892525 
0.468035 0.451133 0.892457 
0.468186 0.451269 0.892388 
0.468338 0.451404 0.89232 
0.46849 0.451539 0.892251 
0.468641 0.451675 0.892183 
0.468793 0.45181 0.892114 
0.468945 0.451945 0.892046 
0.469096 0.45208 0.891977 
0.469248 0.452216 0.891909 
0.4694 0.452351 0.89184 
0.469551 0.452486 0.891771 
0.469703 0.452621 0.891703 
0.469854 0.452757 0.891634 
0.470006 0.452892 0.891566 
0.470158 0.453027 0.891497 
0.470309 0.453162 0.891428 
0.470461 0.453297 0.891359 
0.470613 0.453432 0.891291 
0.470764 0.453568 0.891222 
0.470916 0.453703 0.891153 
0.471068 0.453838 0.891084 
0.471219 0.453973 0.891015 
0.471371 0.454108 0.890947 
0.471523 0.454243 0.890878 
0.471674 0.454378 0.890809 
0.471826 0.454513 0.89074 
0.471977 0.454648 0.890671 
0.472129 0.454783 0.890602 
0.472281 0.454919 0.890533 
0.472432 0.455054 0.890464 
0.472584 0.455189 0.890395 
0.472736 0.455324 0.890326 
0.472887 0.455459 0.890257 
0.473039 0.455594 0.890188 
0.473191 0.455729 0.890119 
0.473342 0.455864 0.89005 
0.473494 0.455998 0.889981 
0.473645 0.456133 0.889911 
0.473797 0.456268 0.889842 
0.473949 0.456403 0.889773 
0.4741 0.456538 0.889704 
0.474252 0.456673 0.889635 
0.474404 0.456808 0.889565 
0.474555 0.456943 0.889496 
0.474707 0.457078 0.889427 
0.474859 0.457213 0.889357 
0.47501 0.457348 0.889288 
0.475162 0.457482 0.889219 
0.475313 0.457617 0.889149 
0.475465 0.457752 0.88908 
0.475617 0.457887 0.88901 
0.475768 0.458022 0.888941 
0.47592 0.458156 0.888872 
0.476072 0.458291 0.888802 
0.476223 0.458426 0.888733 
0.476375 0.458561 0.888663 
0.476527 0.458696 0.888594 
0.476678 0.45883 0.888524 
0.47683 0.458965 0.888454 
0.476982 0.4591 0.888385 
0.477133 0.459234 0.888315 
0.477285 0.459369 0.888245 
0.477436 0.459504 0.888176 
0.477588 0.459638 0.888106 
0.47774 0.459773 0.888036 
0.477891 0.459908 0.887967 
0.478043 0.460042 0.887897 
0.478195 0.460177 0.887827 
0.478346 0.460312 0.887757 
0.478498 0.460446 0.887688 
0.47865 0.460581 0.887618 
0.478801 0.460715 0.887548 
0.478953 0.46085 0.887478 
0.479104 0.460985 0.887408 
0.479256 0.461119 0.887338 
0.479408 0.461254 0.887268 
0.479559 0.461388 0.887198 
0.479711 0.461523 0.887128 
0.479863 0.461657 0.887058 
0.480014 0.461792 0.886988 
0.480166 0.461926 0.886918 
0.480318 0.462061 0.886848 
0.480469 0.462195 0.886778 
0.480621 0.46233 0.886708 
0.480772 0.462464 0.886638 
0.480924 0.462599 0.886568 
0.481076 0.462733 0.886498 
0.481227 0.462868 0.886427 
0.481379 0.463002 0.886357 
0.481531 0.463136 0.886287 
0.481682 0.463271 0.886217 
0.481834 0.463405 0.886147 
0.481986 0.463539 0.886076 
0.482137 0.463674 0.886006 
0.482289 0.463808 0.885936 
0.482441 0.463943 0.885865 
0.482592 0.464077 0.885795 
0.482744 0.464211 0.885725 
0.482895 0.464345 0.885654 
0.483047 0.46448 0.885584 
0.483199 0.464614 0.885513 
0.48335 0.464748 0.885443 
0.483502 0.464883 0.885372 
0.483654 0.465017 0.885302 
0.483805 0.465151 0.885231 
0.483957 0.465285 0.885161 
0.484109 0.46542 0.88509 
0.48426 0.465554 0.88502 
0.484412 0.465688 0.884949 
0.484563 0.465822 0.884878 
0.484715 0.465956 0.884808 
0.484867 0.46609 0.884737 
0.485018 0.466225 0.884666 
0.48517 0.466359 0.884596 
0.485322 0.466493 0.884525 
0.485473 0.466627 0.884454 
0.485625 0.466761 0.884383 
0.485777 0.466895 0.884313 
0.485928 0.467029 0.884242 
0.48608 0.467163 0.884171 
0.486231 0.467297 0.8841 
0.486383 0.467432 0.884029 
0.486535 0.467566 0.883958 
0.486686 0.4677 0.883887 
0.486838 0.467834 0.883817 
0.48699 0.467968 0.883746 
0.487141 0.468102 0.883675 
0.487293 0.468236 0.883604 
0.487445 0.46837 0.883533 
0.487596 0.468504 0.883462 
0.487748 0.468638 0.883391 
0.4879 0.468772 0.883319 
0.488051 0.468905 0.883248 
0.488203 0.469039 0.883177 
0.488354 0.469173 0.883106 
0.488506 0.469307 0.883035 
0.488658 0.469441 0.882964 
0.488809 0.469575 0.882893 
0.488961 0.469709 0.882821 
0.489113 0.469843 0.88275 
0.489264 0.469977 0.882679 
0.489416 0.47011 0.882608 
0.489568 0.470244 0.882536 
0.489719 0.470378 0.882465 
0.489871 0.470512 0.882394 
0.490022 0.470646 0.882322 
0.490174 0.470779 0.882251 
0.490326 0.470913 0.88218 
0.490477 0.471047 0.882108 
0.490629 0.471181 0.882037 
0.490781 0.471315 0.881965 
0.490932 0.471448 0.881894 
0.491084 0.471582 0.881822 
0.491236 0.471716 0.881751 
0.491387 0.471849 0.881679 
0.491539 0.471983 0.881608 
0.49169 0.472117 0.881536 
0.491842 0.47225 0.881464 
0.491994 0.472384 0.881393 
0.492145 0.472518 0.881321 
0.492297 0.472651 0.881249 
0.492449 0.472785 0.881178 
0.4926 0.472919 0.881106 
0.492752 0.473052 0.881034 
0.492904 0.473186 0.880963 
0.493055 0.473319 0.880891 
0.493207 0.473453 0.880819 
0.493359 0.473587 0.880747 
0.49351 0.47372 0.880675 
0.493662 0.473854 0.880604 
0.493813 0.473987 0.880532 
0.493965 0.474121 0.88046 
0.494117 0.474254 0.880388 
0.494268 0.474388 0.880316 
0.49442 0.474521 0.880244 
0.494572 0.474655 0.880172 
0.494723 0.474788 0.8801 
0.494875 0.474922 0.880028 
0.495027 0.475055 0.879956 
0.495178 0.475188 0.879884 
0.49533 0.475322 0.879812 
0.495481 0.475455 0.87974 
0.495633 0.475589 0.879668 
0.495785 0.475722 0.879596 
0.495936 0.475855 0.879524 
0.496088 0.475989 0.879451 
0.49624 0.476122 0.879379 
0.496391 0.476255 0.879307 
0.496543 0.476389 0.879235 
0.496695 0.476522 0.879162 
0.496846 0.476655 0.87909 
0.496998 0.476789 0.879018 
0.497149 0.476922 0.878946 
0.497301 0.477055 0.878873 
0.497453 0.477189 0.878801 
0.497604 0.477322 0.878729 
0.497756 0.477455 0.878656 
0.497908 0.477588 0.878584 
0.498059 0.477722 0.878511 
0.498211 0.477855 0.878439 
0.498363 0.477988 0.878366 
0.498514 0.478121 0.878294 
0.498666 0.478254 0.878221 
0.498818 0.478387 0.878149 
0.498969 0.478521 0.878076 
0.499121 0.478654 0.878004 
0.499272 0.478787 0.877931 
0.499424 0.47892 0.877859 
0.499576 0.479053 0.877786 
0.499727 0.479186 0.877713 
0.499879 0.479319 0.877641 
0.500031 0.479452 0.877568 
0.500182 0.479585 0.877495 
0.500334 0.479719 0.877422 
0.500486 0.479852 0.87735 
0.500637 0.479985 0.877277 
0.500789 0.480118 0.877204 
0.50094 0.480251 0.877131 
0.501092 0.480384 0.877058 
0.501244 0.480517 0.876986 
0.501395 0.48065 0.876913 
0.501547 0.480783 0.87684 
0.501699 0.480916 0.876767 
0.50185 0.481049 0.876694 
0.502002 0.481181 0.876621 
0.502154 0.481314 0.876548 
0.502305 0.481447 0.876475 
0.502457 0.48158 0.876402 
0.502608 0.481713 0.876329 
0.50276 0.481846 0.876256 
0.502912 0.481979 0.876183 
0.503063 0.482112 0.87611 
0.503215 0.482245 0.876037 
0.503367 0.482377 0.875964 
0.503518 0.48251 0.87589 
0.50367 0.482643 0.875817 
0.503822 0.482776 0.875744 
0.503973 0.482909 0.875671 
0.504125 0.483041 0.875598 
0.504277 0.483174 0.875524 
0.504428 0.483307 0.875451 
0.50458 0.48344 0.875378 
0.504731 0.483572 0.875304 
0.504883 0.483705 0.875231 
0.505035 0.483838 0.875158 
0.505186 0.483971 0.875084 
0.505338 0.484103 0.875011 
0.50549 0.484236 0.874937 
0.505641 0.484369 0.874864 
0.505793 0.484501 0.874791 
0.505945 0.484634 0.874717 
0.506096 0.484767 0.874644 
0.506248 0.484899 0.87457 
0.506399 0.485032 0.874497 
0.506551 0.485164 0.874423 
0.506703 0.485297 0.874349 
0.506854 0.48543 0.874276 
0.507006 0.485562 0.874202 
0.507158 0.485695 0.874129 
0.507309 0.485827 0.874055 
0.507461 0.48596 0.873981 
0.507613 0.486092 0.873908 
0.507764 0.486225 0.873834 
0.507916 0.486357 0.87376 
0.508067 0.48649 0.873686 
0.508219 0.486622 0.873612 
0.508371 0.486755 0.873539 
0.508522 0.486887 0.873465 
0.508674 0.48702 0.873391 
0.508826 0.487152 0.873317 
0.508977 0.487284 0.873243 
0.509129 0.487417 0.873169 
0.509281 0.487549 0.873095 
0.509432 0.487682 0.873022 
0.509584 0.487814 0.872948 
0.509736 0.487946 0.872874 
0.509887 0.488079 0.8728 
0.510039 0.488211 0.872726 
0.51019 0.488343 0.872652 
0.510342 0.488476 0.872577 
0.510494 0.488608 0.872503 
0.510645 0.48874 0.872429 
0.510797 0.488873 0.872355 
0.510949 0.489005 0.872281 
0.5111 0.489137 0.872207 
0.511252 0.489269 0.872133 
0.511404 0.489402 0.872058 
0.511555 0.489534 0.871984 
0.511707 0.489666 0.87191 
0.511858 0.489798 0.871836 
0.51201 0.489931 0.871761 
0.512162 0.490063 0.871687 
0.512313 0.490195 0.871613 
0.512465 0.490327 0.871538 
0.512617 0.490459 0.871464 
0.512768 0.490591 0.87139 
0.51292 0.490724 0.871315 
0.513072 0.490856 0.871241 
0.513223 0.490988 0.871166 
0.513375 0.49112 0.871092 
0.513527 0.491252 0.871018 
0.513678 0.491384 0.870943 
0.51383 0.491516 0.870869 
0.513981 0.491648 0.870794 
0.514133 0.49178 0.870719 
0.514285 0.491912 0.870645 
0.514436 0.492044 0.87057 
0.514588 0.492176 0.870496 
0.51474 0.492308 0.870421 
0.514891 0.49244 0.870346 
0.515043 0.492572 0.870272 
0.515195 0.492704 0.870197 
0.515346 0.492836 0.870122 
0.515498 0.492968 0.870047 
0.515649 0.4931 0.869973 
0.515801 0.493232 0.869898 
0.515953 0.493364 0.869823 
0.516104 0.493496 0.869748 
0.516256 0.493628 0.869673 
0.516408 0.493759 0.869599 
0.516559 0.493891 0.869524 
0.516711 0.494023 0.869449 
0.516863 0.494155 0.869374 
0.517014 0.494287 0.869299 
0.517166 0.494419 0.869224 
0.517317 0.49455 0.869149 
0.517469 0.494682 0.869074 
0.517621 0.494814 0.868999 
0.517772 0.494946 0.868924 
0.517924 0.495078 0.868849 
0.518076 0.495209 0.868774 
0.518227 0.495341 0.868699 
0.518379 0.495473 0.868624 
0.518531 0.495604 0.868548 
0.518682 0.495736 0.868473 
0.518834 0.495868 0.868398 
0.518986 0.495999 0.868323 
0.519137 0.496131 0.868248 
0.519289 0.496263 0.868172 
0.51944 0.496394 0.868097 
0.519592 0.496526 0.868022 
0.519744 0.496658 0.867947 
0.519895 0.496789 0.867871 
0.520047 0.496921 0.867796 
0.520199 0.497052 0.86772 
0.52035 0.497184 0.867645 
0.520502 0.497316 0.86757 
0.520654 0.497447 0.867494 
0.520805 0.497579 0.867419 
0.520957 0.49771 0.867343 
0.521108 0.497842 0.867268 
0.52126 0.497973 0.867192 
0.521412 0.498105 0.867117 
0.521563 0.498236 0.867041 
0.521715 0.498368 0.866966 
0.521867 0.498499 0.86689 
0.522018 0.498631 0.866815 
0.52217 0.498762 0.866739 
0.522322 0.498893 0.866663 
0.522473 0.499025 0.866588 
0.522625 0.499156 0.866512 
0.522776 0.499288 0.866436 
0.522928 0.499419 0.866361 
0.52308 0.49955 0.866285 
0.523231 0.499682 0.866209 
0.523383 0.499813 0.866133 
0.523535 0.499944 0.866057 
0.523686 0.500076 0.865982 
0.523838 0.500207 0.865906 
0.52399 0.500338 0.86583 
0.524141 0.50047 0.865754 
0.524293 0.500601 0.865678 
0.524445 0.500732 0.865602 
0.524596 0.500863 0.865526 
0.524748 0.500995 0.86545 
0.524899 0.501126 0.865374 
0.525051 0.501257 0.865298 
0.525203 0.501388 0.865222 
0.525354 0.50152 0.865146 
0.525506 0.501651 0.86507 
0.525658 0.501782 0.864994 
0.525809 0.501913 0.864918 
0.525961 0.502044 0.864842 
0.526113 0.502175 0.864766 
0.526264 0.502307 0.86469 
0.526416 0.502438 0.864613 
0.526567 0.502569 0.864537 
0.526719 0.5027 0.864461 
0.526871 0.502831 0.864385 
0.527022 0.502962 0.864309 
0.527174 0.503093 0.864232 
0.527326 0.503224 0.864156 
0.527477 0.503355 0.86408 
0.527629 0.503486 0.864003 
0.527781 0.503617 0.863927 
0.527932 0.503748 0.863851 
0.528084 0.503879 0.863774 
0.528235 0.50401 0.863698 
0.528387 0.504141 0.863621 
0.528539 0.504272 0.863545 
0.52869 0.504403 0.863468 
0.528842 0.504534 0.863392 
0.528994 0.504665 0.863315 
0.529145 0.504796 0.863239 
0.529297 0.504927 0.863162 
0.529449 0.505058 0.863086 
0.5296 0.505188 0.863009 
0.529752 0.505319 0.862932 
0.529904 0.50545 0.862856 
0.530055 0.505581 0.862779 
0.530207 0.505712 0.862703 
0.530358 0.505843 0.862626 
0.53051 0.505973 0.862549 
0.530662 0.506104 0.862472 
0.530813 0.506235 0.862396 
0.530965 0.506366 0.862319 
0.531117 0.506496 0.862242 
0.531268 0.506627 0.862165 
0.53142 0.506758 0.862088 
0.531572 0.506889 0.862012 
0.531723 0.507019 0.861935 
0.531875 0.50715 0.861858 
0.532026 0.507281 0.861781 
0.532178 0.507411 0.861704 
0.53233 0.507542 0.861627 
0.532481 0.507673 0.86155 
0.532633 0.507803 0.861473 
0.532785 0.507934 0.861396 
0.532936 0.508065 0.861319 
0.533088 0.508195 0.861242 
0.53324 0.508326 0.861165 
0.533391 0.508456 0.861088 
0.533543 0.508587 0.861011 
0.533694 0.508718 0.860934 
0.533846 0.508848 0.860856 
0.533998 0.508979 0.860779 
0.534149 0.509109 0.860702 
0.534301 0.50924 0.860625 
0.534453 0.50937 0.860548 
0.534604 0.509501 0.86047 
0.534756 0.509631 0.860393 
0.534908 0.509762 0.860316 
0.535059 0.509892 0.860238 
0.535211 0.510022 0.860161 
0.535363 0.510153 0.860084 
0.535514 0.510283 0.860006 
0.535666 0.510414 0.859929 
0.535817 0.510544 0.859852 
0.535969 0.510674 0.859774 
0.536121 0.510805 0.859697 
0.536272 0.510935 0.859619 
0.536424 0.511066 0.859542 
